D-100-1,"39) Codigo Postal"
D-100-1,"(ZIP)"
D-100-1,"40 Provincia/Region/Estado"
D-100-1,"(44) Nacionalidad"
D-100-1,"Situacion (clave)"
D-100-1,"Referencia catastral"
D-100-1,"Conyuge:"
D-100-1,"52"
D-100-1,"53)"
D-100-1,"54)"
D-100-1,"Conyuge:"
D-100-1,"52"
D-100-1,"53"
D-100-1,"54"
D-100-1,"Conyuge:"
D-100-1,"52"
D-100-1,"53)"
D-100-1,"54)"
D-100-1,"Conyuge:"
D-100-1,"52"
D-100-1,"53)"
D-100-1,"54)"
D-100-1,"Conyuge:"
D-100-1,"52"
D-100-1,"(53)"
D-100-1,"54)"
D-100-1,"Conyuge:"
D-100-1,"52"
D-100-1,"53)"
D-100-1,"54)"
D-100-1,"Conyuge:"
D-100-1,"52"
D-100-1,"53)"
D-100-1,"54)"
D-100-1,"Conyuge:"
D-100-1,"52"
D-100-1,"53)"
D-100-1,"54"
D-100-1,"Si no tiene NIF consigne Numero de"
D-100-1,"Identificacion en el Pais de residencia *********"
D-100-1,"56"
D-100-1,"Sexo del conyuge (H: hombre; M: mujer)"
D-100-1,"Fecha de nacimiento del conyuge"
D-100-1,"Grado de discapacidad del conyuge. Clave"
D-100-1,"Conyuge no residente que no es contribuyente del IRPE"
D-100-1,"Conyuge no residente que reside en un pais de la UE 0 del EEE y se aplica la deduccion por"
D-100-1,"unidades familiares formadas por residentes fiscales en la UE o del EE"
D-100-1,"Cambio de domicilio. Si el conyuge ha cambiado de domicilio consigne una "X' en esta casilla."
D-100-1,"(Solamente en caso de declaracion conjunta) ..........................................................................."
D-100-1,"Calificador"
D-100-1,"del numero"
D-100-1,"20 Bloque"
D-100-1,"[21) Portal"
D-100-1,"22 Escalera"
D-100-1,"(23) Planta"
D-100-1,"26 Localidad Poblacion"
D-100-1,"(si es distinta del municipio)"
D-100-1,"29 Provincia"
D-100-1,"(36 Datos complementarios"
D-100-1,"del domicilio"
D-100-1,"39 Codigo Postal"
D-100-1,"(ZIP)"
D-100-1,"40 Provincia/Region/Estado"
D-100-1,"(44) Nacionalidad"
D-100-1,"Tributacion individual"
D-100-1,"Tributacion conjunta"
D-100-1,"Pagina 1"
D-100-1,"Modelo"
D-100-1,"D-100"
D-100-1,"Divorciado/a"
D-100-1,"0 separado"
D-100-1,"legalmente"
D-100-1,"(09"
D-100-1,"[11"
D-100-1,"13)"
D-100-1,"24 Puerta"
D-100-1,"59"
D-100-1,"61"
D-100-1,"62"
D-100-1,"(64)"
D-100-1,"63"
D-100-1,"24 Puerta"
D-100-1,"Fecha de fallecimiento"
D-100-1,"2018"
D-100-1,"(68)"
D-100-1,"69"
D-100-1,"70"
D-100-1,"MINISTERIO"
D-100-1,"E HACIENDA"
D-100-1,"Primer declarante"
D-100-1,"01"
D-100-1,"NIF"
D-100-1,"(15) Tipo de Via"
D-100-1,"(17"
D-100-1,"25"
D-100-1,"Datos complementarios"
D-100-1,"27"
D-100-1,"Codigo Postal"
D-100-1,"Si el domicilio esta situado en el extranjero:"
D-100-1,"(35) Domicilio/Address"
D-100-1,"37 Poblacion/Ciudad"
D-100-1,"41"
D-100-1,"Pais"
D-100-1,"43"
D-100-1,"Pais de residencia en la UE o"
D-100-1,"EEE en 2018 (excepto Espana)"
D-100-1,"Titularidad (clave)"
D-100-1,"57 NIF"
D-100-1,"037) de modificacion de datos."
D-100-1,"(si es distinto del domicilio del primer declarante)"
D-100-1,"(15)"
D-100-1,"17"
D-100-1,"25"
D-100-1,"Datos complementarios"
D-100-1,"del domicilio"
D-100-1,"(27) Codigo Postal"
D-100-1,"Si el domicilio esta situado en el extranjero:"
D-100-1,"35) Domicilio/Address"
D-100-1,"37 Poblacion/Ciudad"
D-100-1,"41 Pais"
D-100-1,"(43) Pais de residencia en la UE EEE"
D-100-1,"en 2018 (excepto Espana)"
D-100-1,"Representante"
D-100-1,"65) NIF"
D-100-1,"Devengo"
D-100-1,"Fecha de finalizacion del periodo impositivo"
D-100-1,"Viudo/a"
D-100-1,"08"
D-100-1,"10"
D-100-1,"60"
D-100-1,"67"
D-100-1,"Tipo de"
D-100-1,"numeracion"
D-100-1,"del domicilio"
D-100-1,"50"
D-100-1,"50"
D-100-1,"50"
D-100-1,"50"
D-100-1,"50"
D-100-1,"50"
D-100-1,"50"
D-100-1,"50"
D-100-1,"Tipo de Via"
D-100-1,"Tipo de"
D-100-1,"numeracion"
D-100-1,"19"
D-100-1,"social"
D-100-2,"Ejercicio"
D-100-2,"2018"
D-100-2,"Hijos y descendientes menores de 25 anos o personas con discapacidad que conviven con el/los contribuyente/s"
D-100-2,"1."
D-100-2,"75"
D-100-2,"2."
D-100-2,"75"
D-100-2,"3."
D-100-2,"75"
D-100-2,"4."
D-100-2,"75"
D-100-2,"5."
D-100-2,"75"
D-100-2,"6."
D-100-2,"75"
D-100-2,"7."
D-100-2,"75"
D-100-2,"8."
D-100-2,"75"
D-100-2,"9."
D-100-2,"75"
D-100-2,"10."
D-100-2,"75"
D-100-2,"11.9"
D-100-2,"75"
D-100-2,"12."
D-100-2,"75"
D-100-2,"(*) No se cumplimentara esta casilla cuando se trate de hijos 0 descendientes comunes del primer declarante del conyuge."
D-100-2,"(**) Se cumplimentara esta casilla cuando la vinculacion sea 3 4. Se consignara el numero de orden que corresponda de los datos del otro progenitor."
D-100-2,"Si alguno de los hijos 0 descendientes hubiera fallecido en el ano 2018 indique el numero de orden con el que figura relacionado la fecha de fallecimiento"
D-100-2,"Si"
D-100-2,"alguno"
D-100-2,"de"
D-100-2,"esta casilla"
D-100-2,"Solo si ha consignado las claves 3 0 4 en la casilla [80] consigne los siguientes datos del otro progenitor:"
D-100-2,"1."
D-100-2,"85"
D-100-2,"2."
D-100-2,"85"
D-100-2,"3."
D-100-2,"85"
D-100-2,"4."
D-100-2,"85"
D-100-2,"Ascendientes mayores de 65 anos o personas con discapacidad que conviven con el/los contribuyente/s al menos la mitad del periodo impositivo"
D-100-2,"90"
D-100-2,"90"
D-100-2,"90"
D-100-2,"90"
D-100-2,"Si alguno de los ascendientes hubiera fallecido en el ano 2018 indique su NIF la fecha de fallecimiento"
D-100-2,"Atencion: Esta asignacion es independiente y compatible con la asignacior tributaria a actividades de interes general consideradas de interes social."
D-100-2,"Si desea que se destine un 07 por 100 de la cuota integra al sostenimiento economico de la Iglesia Catolica marque con una "X" esta casilla"
D-100-2,"Atencion: Esta asignacion es independiente y compatible con la asignacion tributaria a la Iglesia Catolica."
D-100-2,"Si desea que se destine un 07 por 100 de la cuota integra a las actividades previstas en el Real Decreto-Ley 7/2013 de 28 de junio (BOE del 29) marque con una "X" esta casilla"
D-100-2,"Primer"
D-100-2,"declarante"
D-100-2,"Situacion familiar"
D-100-2,"NIF"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"76"
D-100-2,"los hijos 0 descendientes es no residente reside en un pais de la UE 0 del EEE y se aplica la deduccion por unidades familiares formadas por residentes fiscales en la UE 0 del EEE marque con una "X""
D-100-2,"NIF/NIE"
D-100-2,"86"
D-100-2,"86)"
D-100-2,"(86)"
D-100-2,"86"
D-100-2,"NIF"
D-100-2,"91"
D-100-2,"91"
D-100-2,"91"
D-100-2,"91"
D-100-2,"Asignacion tributaria a la Iglesia Catolica"
D-100-2,"Asignacion de cantidades a actividades de interes general consideradas de interes social"
D-100-2,"NIF"
D-100-2,"Apellidos y nombre"
D-100-2,"Apellidos y nombre (por este orden)"
D-100-2,"Fecha de nacimiento"
D-100-2,"Apellidos y nombre (por este orden)"
D-100-2,"Pagina 2"
D-100-2,"situaciones"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"82"
D-100-2,"2018 8"
D-100-2,"2018"
D-100-2,"88"
D-100-2,"87"
D-100-2,"87"
D-100-2,"(87"
D-100-2,"(87"
D-100-2,"Convivencia"
D-100-2,"95"
D-100-2,"95"
D-100-2,"95"
D-100-2,"95"
D-100-2,"Fecha de fallecimiento"
D-100-2,"2018"
D-100-2,"2018"
D-100-2,"(105)"
D-100-2,"(106)"
D-100-2,"Fecha de adopcion/acogimiento Discapacidad Vinculacion N° de orden Otras"
D-100-2,"permanente/preadoptivo"
D-100-2,"(clave)"
D-100-2,"(*)"
D-100-2,"(**)"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"78"
D-100-2,"79"
D-100-2,"80"
D-100-2,"81"
D-100-2,"N. de orden"
D-100-2,"Fecha de fallecimiento"
D-100-2,"83"
D-100-2,"84"
D-100-2,"(83"
D-100-2,"84"
D-100-2,"Si el otro progenitor no tiene NIF 0 NIE marque con una "X' esta casilla"
D-100-2,"Si el otro progenitor no tiene NIF 0 NIE marque con una "X" esta casilla"
D-100-2,"Si el otro progenitor no tiene NIF 0 NIE marque con una "X" esta ta casilla"
D-100-2,"Si el otro progenitor no tiene NIF 0 NIE marque con una "X" esta casilla"
D-100-2,"Fecha de nacimiento"
D-100-2,"Discapacidad (cl"
D-100-2,"Vinculacion"
D-100-2,"93"
D-100-2,"94"
D-100-2,"93"
D-100-2,"94"
D-100-2,"93"
D-100-2,"94"
D-100-2,"93"
D-100-2,"94"
D-100-2,"NIF"
D-100-2,"96"
D-100-2,"97"
D-100-2,"96"
D-100-2,"97"
D-100-2,"(77"
D-100-2,"(77"
D-100-2,"(77)"
D-100-2,"77"
D-100-2,"(77)"
D-100-2,"(77"
D-100-2,"(77)"
D-100-2,"(77"
D-100-2,"(77)"
D-100-2,"(77"
D-100-2,"(77)"
D-100-2,"77"
D-100-2,"Apellidos y nombre (por este orden)"
D-100-2,"92"
D-100-2,"92"
D-100-2,"92"
D-100-2,"92"
D-100-3,"Ejercicio"
D-100-3,"2018"
D-100-3,"Si"
D-100-3,"de"
D-100-3,"la declaracion complementaria resulta una cantidad a devolver inferior alla solicitada en la declaracion anterior y dicha devolucion no hubiera sido todavia efectuada por la Agencia Tributaria indiquelo marcando"
D-100-3,"con una "X" esta casilla. (En este supuesto no marque ninguna de las casillas siguientes)"
D-100-3,"Si la declaracion complementaria esta motivada por (marque con una "X" la/s casilla/s que corresponda):"
D-100-3,"Haber percibido atrasos de rendimientos del trabajo despues de la presentacion de la declaracion anterior del ejercicio 2018 (articulo 14.2.b) de la Ley del Impuesto)"
D-100-3,"La devolucion de cantidades derivadas de la clausula suelo cuando tales cantidades hubieran tenido la consideracion de gasto deduci ible (D.A. 45a de la Ley del Impuesto)"
D-100-3,"Haber perdido la condicion de contribuyente por cambio de residencia salvo en el supuesto siguiente (primer parrafo del articulo 14.3 de la Ley del Impuesto)"
D-100-3,"Eltraslado de residencia a otro Estado miembro de la Union Europea el contribuyente opta por imputar las rentas pendientes a medida que se obtengan (parrafo segundo del articulo 14.3 de la Ley del Impuesto)"
D-100-3,"Perdida de la condicion de contribuyente por cambio de residencia que genere ganancias patrimoniales (articulo 95 bis.2 de la Ley del Impuesto)"
D-100-3,"Perdida de la condicion de residente del socio al que le haya sido de aplicacion el regimen especial de canje de valores 0 el regimen especial de fusiones y escisiones previstos en el Capitulo VII de la Ley del Impuesto"
D-100-3,"sobre Sociedades y el socio ha trasladado su residencia a un Estado miembro de la Union Europea 0 del Espacio Economico Europeo (articulos 80.4 0 81.3 de la Ley del Impuesto sobre Sociedades)"
D-100-3,"No producir efecto el cambio de residencia a otra Comunidad Autonoma (articulo 72.2 de la Ley del Impuesto)"
D-100-3,"Disposicion anticipada de derechos consolidados de sistemas de prevision social (articulo 50 del Reglamento del Impuesto)"
D-100-3,"Disposicion de bienes o derechos aportados a patrimonios protegidos (articulo 54.5 de la Ley del Impuesto)"
D-100-3,"Incumplimiento de las condiciones para poder aplicar la exencion por reinversion en vivienda habitual y entidades de nueva 0 reciente creacion (articulo 41.5 del Reglamento del Impuesto)"
D-100-3,"Incumplimiento de las condiciones para poder aplicar la exencion por reinversion en rentas vitalicias 0 anticipacion total 0 parcial de los derechos economicos derivados de la renta vitalicia constituida (articulo 42.5"
D-100-3,"del Reglamento del Impuesto)"
D-100-3,"Incumplimiento del plazo de 3 anos de mantenimiento de las acciones entregadas a los trabajadores (articulo 43.2 del Reglamento del Impuesto)"
D-100-3,"Perdida de la exencion de la indemnizacion por despido 0 cese (articulo 73.1 del Reglamento del Impuesto)"
D-100-3,"Adquisicion de elementos patrimoniales valores 0 participaciones homogeneos que impidan computar la perdida patrimonial inicialmente consignada en la declaracion (articulo 73.2 del Reglamento del Impuesto)"
D-100-3,"Por supuestos distintos a los reflejados en las casillas anteriores"
D-100-3,"Si"
D-100-3,"inicia"
D-100-3,"procedimiento de rectificacion de autoliquidacion por resultar una cantidad a devolver mayor a la solicitada 0 una cantidad a ingresar menor indiquelo marcando con una "X" esta casilla (tambien si el"
D-100-3,"resultado no varia)"
D-100-3,"Primer"
D-100-3,"declarante"
D-100-3,"Declaracion complementaria"
D-100-3,"Solicitud de rectification de autoliquidacion"
D-100-3,"NIF"
D-100-3,"Apellidos y nombre"
D-100-3,"Pagina 3"
D-100-3,"(107"
D-100-3,"(108)"
D-100-3,"109"
D-100-3,"(110)"
D-100-3,"111)"
D-100-3,"(112)"
D-100-3,"(113)"
D-100-3,"(114)"
D-100-3,"(115)"
D-100-3,"(116)"
D-100-3,"(117)"
D-100-3,"(118)"
D-100-3,"(119)"
D-100-3,"(120)"
D-100-3,"(121)"
D-100-3,"122)"
D-100-3,"(127)"
D-100-3,"un"
D-100-4,"Ejercicio"
D-100-4,"2018"
D-100-4,"A"
D-100-4,"Contribuyente que obtiene los rendimientos"
D-100-4,"En"
D-100-4,"el"
D-100-4,"caso"
D-100-4,"de"
D-100-4,"los derechos consigne una "X'"
D-100-4,"Retribuciones dinerarias (incluidas las pensiones compensatorias y las anualidades por alimentos no exentas). Importe integro"
D-100-4,"Retribuciones en especie (excepto las contribuciones"
D-100-4,"empresariales aputadas que deban consignarse en las"
D-100-4,"casillas [0008] [0009]"
D-100-4,"Contribuciones"
D-100-4,"imputados al contribuyente"
D-100-4,"Contribuciones empresariales a seguros colectivos de dependencia. Importes imputados al contribuyente"
D-100-4,"Aportaciones al patrimonio protegido de las personas con discapacidad del que es titular el contribuyente. Importe computable"
D-100-4,"Reducciones (articulo 18 apartados 2 y 3y disposiciones transitorias 11.3 12. 25.3 de la Ley del Impuesto)"
D-100-4,"Total ingresos integros computables ([0003] [0007] [0008] [0009] [0010] [0011])"
D-100-4,"Cotizaciones a la Seguridad Social mutualidades generales obligatorias de funcionarios detracciones por derechos pasivos y cotizaciones"
D-100-4,"allos colegios de huerfanos o entidades similares"
D-100-4,"Cuotas satisfechas a sindicatos"
D-100-4,"Cuotas satisfechas a colegios profesionales (si la colegiacion es obligatoria y con un maximo de 500 euros anuales)"
D-100-4,"Gastos de defensa juridica derivados directamente de litigios con el empleador (maximo: 300 euros anuales)"
D-100-4,"Rendimiento neto previo ([0012]-[001: [0014] [0015]"
D-100-4,"Suma de rendimientos netos previos (suma de las casillas [0017])"
D-100-4,"Otros gastos deducibles"
D-100-4,"Incremento para contribuyentes desempleados que acepten un puesto de trabajo que exija el traslado de su residencia a un nuevo municipio ("
D-100-4,"Incremento para trabajadores activos que sean personas con discapacidad (*)"
D-100-4,"(*) La suma de los importes consignados en las casillas [0019] [0020] [0021] no podra superar el importe de la casilla [0018]."
D-100-4,"Rendimiento neto ([0018]-[0019] [0020] [0021])"
D-100-4,"Reduccion por obtencion de rendimientos del trabajo (articulo 20 de la Ley del Impuesto):"
D-100-4,"Cuantia aplicable con caracter general"
D-100-4,"Rendimiento neto reducido [0023])"
D-100-4,"B"
D-100-4,"Rendimientos del capital mobiliario a integrar en la base imponible del ahorro"
D-100-4,"Contribuyente que obtiene los rendimientos"
D-100-4,"Intereses de cuentas depositos y activos financieros en general"
D-100-4,"Intereses de activos financieros con derecho a la bonificacion prevista en la disposicion transitoria 6.3 de la Ley del Impuesto sobre Sociedades (*)"
D-100-4,"Dividendos y demas rendimientos por la participacion en fondos propios de entidades"
D-100-4,"Rendimientos procedentes de la transmision 0 amortizacion de Letras del Tesoro"
D-100-4,"Rendimientos procedentes de la transmision amortizacion 0 reembolso de otros activos financieros (*) (Salvo que deban consignarse en la casilla [0034])"
D-100-4,"Rendimientos procedentes de contratos de seguro de vida 0 invalidez y de operaciones de capitalizacion"
D-100-4,"Rendimientos procedentes de rentas que tengan por causa la imposicion de capitales y otros rendimientos del capital mobiliario a integrar en la base imponible del ahorro"
D-100-4,"Rendimientos de capital mobiliario derivados de valores de deuda subordinada 0 de participaciones preferentes"
D-100-4,"Rendimientos procedentes de seguros de vida depositos y contratos financieros que instrumenten Planes de Ahorro a largo plazo"
D-100-4,"(*) Salvo que de acuerdo con lo dispuesto en articulo 46 de la Ley del Impuesto deban formar parte de la base imponible general."
D-100-4,"Total ingresos integros ([0027] + [0028] + [0029] [0030] [0031] [0032] [0033] [0034] [0035])"
D-100-4,"Gastos fiscalmente deducibles: gastos de administracion y deposito de valores negociables exclusivamente"
D-100-4,"Rendimiento neto ([0036] [0037])"
D-100-4,"Reduccion aplicable a rendimientos derivados de determinados contratos de seguro (disposicion transitoria 4.3 de la Ley del Impuesto)"
D-100-4,"Rendimiento neto reducido ([0038] [0039])"
D-100-4,"Suma de rendimientos reducidos del capital mobiliario a integrar en la base imponible del ahorro (suma de las casillas [0040])"
D-100-4,"Aplicacion de la disposicion transitoria 4.a de la Ley del Impuesto (datos adicionales a efectos del limite)"
D-100-4,"Cumplimentar este apartado unicamente si durante el ejercicio se obtienen capitales diferidos correspondientes a seguros de vida a cuyo rendimiento se aplique la de D.T. 4.3."
D-100-4,"Contribuyente a quien corresponde"
D-100-4,"Importe total acumulado del capital diferido percibido en 2015 2016 2017 a cuyo rendimiento se aplico la D.T. 4.3"
D-100-4,"Importe total de los capitales diferidos correspondientes a seguros de vida percibidos en 2018 a cuyo rendimiento se aplica la D.T.4.3"
D-100-4,"Primer"
D-100-4,"declarante"
D-100-4,"Rendimientos del trabajo"
D-100-4,"derivados de la cesion de la explotacion de los derechos de autor si opta por imputar el anticipo a cuenta de los mismos a medida que vayan devengandose"
D-100-4,"empresariales"
D-100-4,"a planes de pensiones planes de prevision social empresarial y mutualidades de prevision social (excepto a seguros colectivos de dependencia). Importes"
D-100-4,"Rendimientos del capital mobiliario"
D-100-4,"NIF"
D-100-4,"Apellidos y nombre"
D-100-4,"Valoracion"
D-100-4,"Ingresos a cuenta"
D-100-4,"Pagina 4"
D-100-4,"0001"
D-100-4,"0002"
D-100-4,"0003"
D-100-4,"0007"
D-100-4,"0008"
D-100-4,"0009"
D-100-4,"0010"
D-100-4,"0012"
D-100-4,"0017"
D-100-4,"0018"
D-100-4,"0022"
D-100-4,"0025"
D-100-4,"0026"
D-100-4,"0027"
D-100-4,"0028"
D-100-4,"0029"
D-100-4,"0030"
D-100-4,"0031"
D-100-4,"0032"
D-100-4,"0033"
D-100-4,"0034"
D-100-4,"0035"
D-100-4,"0036"
D-100-4,"0037"
D-100-4,"0038"
D-100-4,"0040"
D-100-4,"0041"
D-100-4,"los"
D-100-4,"rendimientos"
D-100-4,"Ingresos a cuenta repercutidos"
D-100-4,"Importe integro ([0004] [0005]-[0006])"
D-100-4,"0042"
D-100-4,"0043"
D-100-4,"0044"
D-100-4,"0004"
D-100-4,"0005"
D-100-4,"0006"
D-100-4,"0013"
D-100-4,"0014"
D-100-4,"0015"
D-100-4,"0016"
D-100-4,"0019"
D-100-4,"0020"
D-100-4,"0021"
D-100-4,"0011"
D-100-4,"0023"
D-100-4,"0039"
D-100-5,"Ejercicio"
D-100-5,"2018"
D-100-5,"B"
D-100-5,"Rendimientos del capital mobiliario a integrar en la base imponible general"
D-100-5,"Contribuyente que obtiene los rendimientos"
D-100-5,"Rendimientos procedentes del arrendamiento de bienes muebles negocios 0 minas 0 de subarrendamientos"
D-100-5,"Rendimientos procedentes de la prestacion de asistencia tecnica salvo en el ambito de una actividad economica"
D-100-5,"Rendimientos procedentes de la propiedad intelectual cuando el contribuyente no sea el autor"
D-100-5,"En"
D-100-5,"el"
D-100-5,"caso"
D-100-5,"de"
D-100-5,"los derechos consigne una "X"
D-100-5,"Rendimientos procedentes de la propiedad industrial que no se encuentre afecta a una actividad economica"
D-100-5,"Otros rendimientos del capital mobiliario a integrar en la base imponible general"
D-100-5,"Total"
D-100-5,"ingresos integros ([0046] + [0047] + [0048] + [0050] [0051])"
D-100-5,"Gastos fiscalmente deducibles"
D-100-5,"Rendimiento neto ([0052] [0053])"
D-100-5,"Reducciones de rendimientos generados en mas de 2 anos u obtenidos de forma notoriamente irregular (articulo 26.2 y D.T. 25. de la Ley del Impuesto)"
D-100-5,"Rendimiento neto reducido ([0054]-[0055])"
D-100-5,"Suma de rendimientos reducidos del capital mobiliario a integrar en la base imponible general (suma de las casillas [0056])"
D-100-5,"C"
D-100-5,"Relacion de bienes inmuebles rentas derivadas de los inmuebles a disposicion de sus titulares arrendados o cedidos a terceros"
D-100-5,"Numero de orden"
D-100-5,"del inmueble"
D-100-5,"0061"
D-100-5,"Inmuebles a disposicion de sus titulares:"
D-100-5,"Solo uso 0 destino simultaneo: parte del inmueble que"
D-100-5,"esta a disposicion ("
D-100-5,"Inmuebles arrendados 0 cedidos a terceros y constitucion 0 cesion de derechos 0 facultades de uso 0 disfrute sobre los mismos:"
D-100-5,"NIF del arrendatario 1"
D-100-5,"NIF del arrendatario 2"
D-100-5,"Ingresos integros computables"
D-100-5,"Gastos"
D-100-5,"deducibles: adquisicion 0 mejora del inmueble y gastos"
D-100-5,"Rendimiento neto ([0079] [0080] [0081] [0083] [0084] [0085] [0086] [0087] [0088])"
D-100-5,"Reduccion por arrendamiento de inmuebles destinados a vivienda (articulo 23.2 de la Ley del Impuesto)"
D-100-5,"Reduccion por rendimientos generados en mas de 2 anos u obtenidos de forma notoriamente irregular (articulo 23.3y D.T. 25.3 de la Ley del Impuesto)"
D-100-5,"Rendimiento minimo computable en caso de parentesco (articulo 24 de la Ley del Impuesto)"
D-100-5,"Rendimiento neto reducido del capital inmobiliario: la cantidad mayor de [0091]) [0092]"
D-100-5,"Suma de rentas inmobiliarias imputadas (suma de las casillas [0074])"
D-100-5,"Suma de rendimientos netos reducidos del capital inmobiliario (suma de las casillas [0093]"
D-100-5,"Relacion de bienes inmuebles arrendados o cedidos terceros por entidades en regimen de atribucion de rentas"
D-100-5,"Inmueble 1:"
D-100-5,"Inmueble 2:"
D-100-5,"Inmueble 3:"
D-100-5,"D"
D-100-5,"Inmueble 1:"
D-100-5,"Inmueble 2:"
D-100-5,"Inmueble 3:"
D-100-5,"Primer"
D-100-5,"declarante"
D-100-5,"Rendimientos del capital mobiliario (continuacion)"
D-100-5,"derivados de la cesion de la explotacion de los derechos de autor si opta por imputar el anticipo a cuenta de los mismos a medida que vayan devengandose 0049"
